$ PISTOL_SILENCED INSTANT_HIT 25.0 2000.0 347 -1 2 silenced 17 26 0.40 0.05 0.15 0 0 0.375 2.7 0 52 1 0 52 1 12 7001 0.05 0.5 1000.0 0.01
$ PISTOL_SILENCED INSTANT_HIT 30.0 2000.0 347 -1 2 silenced 34 28 0.40 0.05 0.15 1 500 0.75 2.8 0 26 1 0 26 1 12 7011 0.05 0.5 1000.0 0.01
$ PISTOL_SILENCED INSTANT_HIT 35.0 2000.0 347 -1 2 silenced 68 30 0.40 0.05 0.15 2 999 1.5 2.9 0 13 1 0 13 1 12 7031 0.05 0.5 1000.0 0.01
$ DESERT_EAGLE INSTANT_HIT 25.0 2000.0 348 -1 2 pythonbad 17 75 0.41 0.03 0.12 0 0 0.3225 2.8 0 56 1 0 56 1 12 7001 0.05 0.5 1000.0 0.01
$ DESERT_EAGLE INSTANT_HIT 30.0 2000.0 348 -1 2 python 34 78 0.41 0.03 0.12 1 200 0.65 2.9 0 28 1 0 28 1 12 7011 0.05 0.5 1000.0 0.01
$ DESERT_EAGLE INSTANT_HIT 35.0 2000.0 348 -1 2 python 68 81 0.41 0.03 0.12 2 999 1.25 3.0 0 14 1 0 14 1 12 7031 0.05 0.5 1000.0 0.01
$ SHOTGUN INSTANT_HIT 30.0 2000.0 349 -1 3 shotgunbad 1 80 0.82 -0.02 0.23 0 0 0.35 0.6 0 8 1 0 8 1 12 2001 0.05 0.5 1000.0 0.01
$ SHOTGUN INSTANT_HIT 35.0 2000.0 349 -1 3 shotgun 1 85 0.82 -0.02 0.25 1 200 0.7 0.7 0 4 1 0 4 1 12 2011 0.05 0.5 1000.0 0.01
$ SHOTGUN INSTANT_HIT 40.0 2000.0 349 -1 3 shotgun 2 90 0.82 -0.02 0.25 2 999 1.4 0.8 0 2 1 0 2 1 12 2031 0.05 0.5 1000.0 0.01
$ SAWNOFF INSTANT_HIT 25.0 2000.0 350 -1 3 sawnoff 1 72 0.56 0.0 0.15 0 0 0.225 0.7 0 8 1 0 8 1 12 3033 0.05 0.5 1000.0 0.01
$ SAWNOFF INSTANT_HIT 30.0 2000.0 350 -1 3 sawnoff 1 74 0.56 0.0 0.15 1 200 0.45 0.8 0 4 1 0 4 1 12 3033 0.05 0.5 1000.0 0.01
$ SAWNOFF INSTANT_HIT 35.0 2000.0 350 -1 3 sawnoffpro 2 77 0.56 0.0 0.15 2 999 0.9 0.9 0 2 1 0 2 1 12 3833 0.05 0.5 1000.0 0.01
$ SPAS12 INSTANT_HIT 35.0 2000.0 351 -1 3 buddy 1 67 0.75 -0.06 0.22 0 0 0.5 0.8 0 8 1 0 8 1 12 7001 0.05 0.5 1000.0 0.01
$ SPAS12 INSTANT_HIT 40.0 2000.0 351 -1 3 buddy 2 70 0.75 -0.06 0.22 1 200 1.0 0.9 0 4 1 0 4 1 12 7011 0.05 0.5 1000.0 0.01
$ SPAS12 INSTANT_HIT 40.0 2000.0 351 -1 3 buddy 3 74 0.75 -0.06 0.22 2 999 2.0 1.0 0 2 1 0 2 1 12 7031 0.05 0.5 1000.0 0.01
$ MICRO_UZI INSTANT_HIT 25.0 2000.0 352 -1 4 colt45 50 17 0.25 0.0 0.11 0 0 0.75 2.6 0 32 1 0 32 1 28 3013 0.05 0.5 1000.0 0.01
$ MICRO_UZI INSTANT_HIT 30.0 2000.0 352 -1 4 colt45 100 18 0.25 0.0 0.11 1 50 1.05 2.7 0 16 1 0 16 1 14 3033 0.05 0.5 1000.0 0.01
$ MICRO_UZI INSTANT_HIT 35.0 2000.0 352 -1 4 colt45pro 200 19 0.25 0.0 0.11 2 999 0.250025 2.8 0 8 1 0 8 1 7 3833 0.05 0.5 1000.0 0.01
$ TEC9 INSTANT_HIT 25.0 2000.0 372 -1 4 colt45 50 23 0.45 -0.05 0.11 0 0 0.5005 2.5 0 28 1 0 28 1 48 3013 0.05 0.5 1000.0 0.01
$ TEC9 INSTANT_HIT 30.0 2000.0 372 -1 4 colt45 100 17 0.45 -0.05 0.11 1 50 1.05 2.6 0 14 1 0 14 1 24 3033 0.05 0.5 1000.0 0.01
$ TEC9 INSTANT_HIT 35.0 2000.0 372 -1 4 colt45pro 200 18 0.45 -0.05 0.11 2 999 0.25 2.7 0 7 1 0 7 1 12 3833 0.05 0.5 1000.0 0.01
$ MP5 INSTANT_HIT 35.0 2000.0 353 -1 4 uzibad 30 19 0.51 -0.01 0.20 0 0 0.5 2.0 0 28 1 0 28 1 28 7001 0.05 0.5 1000.0 0.01
$ MP5 INSTANT_HIT 40.0 2000.0 353 -1 4 uzi 60 20 0.51 -0.01 0.20 1 250 1.0 2.1 0 14 1 0 14 1 14 7011 0.05 0.5 1000.0 0.01
$ MP5 INSTANT_HIT 45.0 2000.0 353 -1 4 uzi 120 21 0.51 -0.01 0.20 2 999 1.2 2.2 0 7 1 0 7 1 7 7031 0.05 0.5 1000.0 0.01
$ AK47 INSTANT_HIT 40.0 2000.0 355 -1 5 riflebad 30 30 0.78 -0.06 0.13 0 0 0.15 1.2 0 24 1 0 24 1 28 7001 0.05 0.5 1000.0 0.01
$ AK47 INSTANT_HIT 45.0 2000.0 355 -1 5 rifle 60 36 0.78 -0.06 0.13 1 200 0.30 1.3 0 12 1 0 12 1 14 7011 0.05 0.5 1000.0 0.01
$ AK47 INSTANT_HIT 50.0 2000.0 355 -1 5 rifle 120 42 0.78 -0.06 0.13 2 999 0.60 1.4 0 6 1 0 6 1 7 7031 0.05 0.5 1000.0 0.01
$ M4 INSTANT_HIT 40.0 2000.0 356 -1 5 riflebad 50 30 0.74 -0.04 0.13 0 0 0.20 1.1 0 24 1 0 24 1 28 7001 0.05 0.5 1000.0 0.01
$ M4 INSTANT_HIT 45.0 2000.0 356 -1 5 rifle 100 32 0.74 -0.04 0.13 1 200 0.40 1.2 0 12 1 0 12 1 14 7011 0.05 0.5 1000.0 0.01
$ M4 INSTANT_HIT 50.0 2000.0 356 -1 5 rifle 200 36 0.74 -0.04 0.13 2 999 0.80 1.3 0 6 1 0 6 1 7 7031 0.05 0.5 1000.0 0.01
$ COUNTRYRIFLE INSTANT_HIT 55.0 2000.0 357 -1 6 sniper 1 975 0.7 -0.05 0.2 1 300 1.0 0.5 0 2 1 0 2 1 12 A008 0.05 0.5 1000.0 0.01
$ SNIPERRIFLE INSTANT_HIT 50.0 2000.0 358 -1 6 sniper 1 750 0.7 -0.05 0.2 1 300 1.0 0.5 0 2 1 0 2 1 12 A014 0.05 0.5 1000.0 0.01
$ RLAUNCHER PROJECTILE 50.0 2000.0 359 -1 7 rocket 1 675 0.42 0.0 0.05 1 0 1.0 0.5 1 4 2 1 4 2 12 48214 0.05 0.5 1000.0 0.01
$ RLAUNCHER_HS PROJECTILE 50.0 2000.0 360 -1 7 rocket 1 575 0.42 0.0 0.05 1 0 1.0 0.5 1 3 2 1 3 2 12 48214 0.05 0.5 1000.0 0.01
$ FTHROWER AREA_EFFECT 4.0 2000.0 361 -1 7 flame 500 1 0.98 0.0 0.40 1 0 1.0 0.5 0 2 1 0 2 1 15 30238 0.05 0.5 1000.0 0.01
$ MINIGUN INSTANT_HIT 65.0 2000.0 362 -1 7 flame 500 140 1.15 0.0 0.40 1 0 0.5 0.5 9 12 11 9 12 11 15 238 0.05 0.5 1000.0 0.01
$ SATCHEL_CHARGE PROJECTILE 30.0 2000.0 363 364 8 grenade 1 475 0.0 0.0 0.0 1 0 1.0 1.0 0 2 1 0 2 1 99 100 0.05 0.5 1000.0 0.01
$ DETONATOR USE 25.0 2000.0 364 -1 12 null 1 0 0.0 0.0 0.13 1 0 1.0 1.0 0 2 1 0 2 1 99 0 0.05 0.5 1000.0 0.01
$ SPRAYCAN AREA_EFFECT 4.0 2000.0 365 -1 9 spraycan 500 1 0.20 0.0 -0.1 1 0 1.0 1.0 0 2 1 0 2 1 99 0431 0.05 0.5 1000.0 0.01
$ EXTINGUISHER AREA_EFFECT 10.0 2000.0 366 -1 9 flame 500 1 0.45 0.10 0.15 1 0 1.0 1.0 0 2 1 0 2 1 99 0038 0.05 0.5 1000.0 0.01
$ CAMERA CAMERA 70.0 2000.0 367 -1 9 rifle 36 0 0.0 -0.0 -0.0 1 0 1.0 1.0 0 2 1 0 2 1 99 4 0.05 0.5 1000.0 0.01
$ NIGHTVISION USE 70.0 2000.0 368 -1 11 goggles 0 0 0.0 -0.0 -0.0 1 0 1.0 1.0 0 2 1 0 2 1 99 0 0.05 0.5 1000.0 0.01
$ INFRARED USE 70.0 2000.0 369 -1 11 goggles 0 0 0.0 -0.0 -0.0 1 0 1.0 1.0 0 2 1 0 2 1 99 0 0.05 0.5 1000.0 0.01
#
# Aim data:
% python 1.0 1.0 1.0 1.0 254 633 254 633
% pythonbad 1.0 1.0 1.0 1.0 254 633 254 633
% colt45 1.0 1.0 1.0 1.0 254 633 254 633
% colt_cop 1.0 1.0 1.0 1.0 254 633 254 633
% colt45pro 1.0 1.0 1.0 1.0 254 633 254 633
% sawnoff 1.0 1.0 1.0 1.0 189 815 254 633
% sawnoffpro 1.0 1.0 1.0 1.0 189 815 254 633
% silenced 1.0 1.0 1.0 1.0 254 633 254 633
% shotgun 1.0 1.0 1.0 1.0 254 726 254 726
% shotgunbad 1.0 1.0 1.0 1.0 254 726 254 726
% buddy 1.0 1.0 1.0 1.0 383 689 271 619
% buddybad 1.0 1.0 1.0 1.0 383 689 271 619
% uzi 1.0 1.0 1.0 1.0 382 933 382 933
% uzibad 1.0 1.0 1.0 1.0 382 933 382 933
% rifle 1.0 1.0 1.0 1.0 380 897 380 897
% riflebad 1.0 1.0 1.0 1.0 380 897 380 897
% sniper 1.0 1.0 1.0 1.0 429 633 429 633
% grenade 1.0 1.0 1.0 1.0 0 0 0 0
% flame 1.0 1.0 1.0 1.0 0 0 0 0
% rocket 1.0 1.0 1.0 1.0 254 633 254 633
% spraycan 1.0 1.0 1.0 1.0 0 0 0 0
